Created	03/05/16 16:44:33
Calibration	antiwindup1_013_000

Timestamp (mS)	Accelerator_Pedal_Position	Electronic_Throttle_feedback	Error	
    146002	66.21	64.13	1.81	
    146064	76.68	72.70	2.63	
    146127	84.30	82.56	2.54	
    146189	86.75	86.91	-0.16	
    146251	86.65	86.53	0.16	
    146314	85.67	86.78	-0.30	
    146376	82.45	84.10	-0.45	
    146439	77.46	79.62	-0.88	
    146501	72.27	74.24	-0.88	
    146563	65.53	67.84	-1.31	
    146626	58.78	61.31	-1.53	
    146688	51.44	54.02	-1.77	
    146751	43.52	45.82	-1.71	
    146813	36.09	39.04	-2.11	
    146875	29.05	31.10	-2.04	
    146938	20.24	23.30	-3.06	
    147000	9.68	11.01	-3.65	
    147063	0.00	1.02	-3.39	
    147125	0.00	-0.90	-1.92	
    147187	6.75	2.18	1.15	
    147250	21.52	16.26	4.80	
    147312	41.86	29.95	9.83	
    147375	62.98	43.01	18.10	
    147437	79.90	53.63	24.33	
    147499	85.09	64.38	23.35	
    147562	85.09	73.34	13.79	
    147624	83.13	82.05	4.11	
    147687	78.14	78.85	-0.58	
    147749	69.44	70.40	-0.17	
    147811	60.83	62.08	0.29	
    147874	59.46	59.39	0.29	
    147936	63.86	60.42	1.77	
    147999	74.43	69.12	4.90	
    148061	85.38	77.70	7.44	
    148123	90.76	86.66	5.77	
    148186	91.05	91.65	-0.72	
    148248	89.58	91.26	-1.31	
    148311	82.15	84.10	-1.31	
    148373	71.49	73.86	-0.47	
    148435	56.04	60.54	0.51	
    148498	44.50	44.16	2.61	
    148560	46.85	45.70	-0.00	
    148623	61.91	54.53	4.66	
    148685	74.43	65.41	9.08	
    148747	75.50	74.50	3.60	
    148810	69.54	70.53	-0.83	
    148872	67.09	66.30	1.55	
    148935	74.23	72.83	1.63	
    148997	72.67	76.03	-1.15	
    149059	67.29	67.97	-0.49	
    149122	72.18	69.25	1.76	
    149184	73.25	75.26	0.08	
    149247	64.16	65.79	-0.64	
    149309	67.09	65.15	1.13	
    149371	72.37	72.83	1.23	
    149434	61.61	62.34	-1.92	
    149496	60.64	59.39	0.07	
    149559	70.32	67.20	3.81	
    149621	69.54	71.81	-1.32	
    149683	62.30	64.90	-0.80	
    149746	61.03	61.44	0.60	
    149808	65.92	64.64	1.40	
    149871	71.59	70.91	0.37	
    149933	72.47	73.34	-0.78	
    149995	68.26	71.30	-2.18	
    150058	54.08	56.83	-4.69	
    150120	34.43	38.40	-5.39	
    150183	21.91	22.40	-4.19	
    150245	21.32	22.66	-0.30	
    150307	26.41	25.86	1.17	
    150370	37.26	35.58	0.81	
    150432	47.04	46.21	0.66	
    150495	57.21	55.81	0.71	
    150557	64.55	64.38	0.72	
    150619	68.85	69.12	0.58	
    150682	69.24	68.99	0.35	
    150744	69.34	68.99	0.35	
    150807	69.44	69.25	0.19	
    150869	68.75	69.38	-0.23	
    150931	66.60	67.58	-1.38	
    150994	64.45	64.77	-0.88	
    151056	64.16	65.02	-0.87	
    151119	64.16	65.02	-0.97	
    151181	64.84	64.64	-0.45	
    151243	66.90	67.07	0.10	
    151306	67.29	67.33	-0.01	
    151368	67.09	67.33	-0.14	
    151431	66.31	67.46	-0.40	
    151493	64.65	65.41	-0.60	
    151555	63.47	64.64	-1.03	
    151618	62.59	63.23	-0.57	
    151680	62.59	63.23	-0.77	
    151743	62.59	63.36	-0.74	
    151805	62.79	63.10	-0.38	
    151867	62.98	63.10	-0.22	
    151930	61.91	63.23	-0.64	
    151992	58.78	60.42	-0.95	
    152055	57.51	57.73	-0.22	
    152117	59.36	57.98	0.30	
    152179	66.90	65.79	1.26	
    152242	71.39	71.30	1.14	
    152304	72.08	72.19	-0.34	
    152367	70.61	72.45	-1.15	
    152429	63.18	66.69	-1.44	
    152491	53.01	56.19	-1.46	
    152554	44.21	47.23	-2.44	
    152616	42.05	43.14	-1.24	
    152679	43.42	42.50	-0.21	
    152741	50.76	49.79	1.44	
    152803	60.24	57.34	1.59	
    152866	69.83	67.20	2.49	
    152928	81.86	76.42	4.44	
    152991	91.54	84.74	6.88	
    153053	95.84	92.29	4.21	
    153115	96.04	96.64	-0.76	
    153178	95.94	96.64	-0.60	
    153240	95.55	96.64	-0.80	
    153303	93.30	94.34	-1.09	
    153365	89.98	90.50	-1.15	
    153427	88.22	89.09	-1.12	
    153490	88.12	89.09	-0.97	
    153552	88.90	88.96	-0.26	
    153615	89.98	89.34	0.59	
    153677	90.66	90.75	0.04	
    153739	90.95	90.37	0.43	
    153802	92.32	91.78	0.47	
    153864	94.18	93.57	0.46	
    153927	96.72	96.51	1.06	
    153989	98.48	98.69	0.59	
    154051	98.88	98.69	0.02	
    154114	97.80	98.94	-0.30	
    154176	93.11	95.10	-1.10	
    154239	83.52	86.40	-0.98	
    154301	62.89	69.12	-1.75	
    154363	38.83	45.18	-0.49	
    154426	17.60	22.66	0.34	
    154488	2.54	3.07	3.02	
    154551	4.69	3.71	0.03	
    154613	20.34	15.36	2.44	
    154675	47.04	30.08	12.86	
    154738	79.22	43.26	31.86	
    154800	94.08	53.89	40.83	
    154863	94.28	63.62	33.10	
    154925	83.33	73.47	17.08	
    154987	53.59	67.07	-9.90	
    155050	22.89	27.90	1.10	
    155112	7.04	1.28	2.66	
    155175	13.99	14.08	-0.09	
    155237	32.86	22.91	6.14	
    155299	53.40	36.86	14.08	
    155362	71.30	48.38	21.00	
    155424	79.71	59.52	21.12	
    155487	80.59	69.12	14.06	
    155549	80.59	78.08	5.26	
    155611	78.34	79.10	-1.61	
    155674	72.47	73.22	-1.92	
    155736	58.97	59.78	-1.64	
    155799	45.18	42.62	-0.26	
    155861	36.28	36.10	-1.70	
    155923	35.99	36.10	2.19	
    155986	45.87	42.75	2.19	
    156048	70.22	54.53	10.36	
    156111	94.47	64.90	25.00	
    156173	100.05	74.50	28.37	
    156235	99.76	82.69	19.28	
    156298	94.87	91.26	11.05	
    156360	56.14	66.18	-10.04	
    156423	18.19	25.73	4.26	
    156485	7.04	-0.77	4.26	
    156547	25.92	12.16	9.45	
    156610	49.00	26.24	20.57	
    156672	69.34	40.19	27.79	
    156735	81.86	51.46	30.94	
    156797	83.72	62.08	24.78	
    156859	78.73	72.19	11.73	
    156922	68.66	70.02	-4.47	
    156984	54.87	56.58	-4.66	
    157047	37.26	39.68	-4.92	
    157109	22.89	24.83	-4.34	
    157171	19.46	20.22	-2.28	
    157234	26.50	26.24	0.34	
    157296	41.47	39.17	1.41	
    157359	58.19	50.69	5.01	
    157421	74.72	61.70	10.32	
    157483	88.80	71.04	17.20	
    157546	91.35	80.64	14.04	
    157608	83.33	88.45	1.42	
    157671	51.35	60.80	-0.89	
    157733	5.87	14.34	-11.61	
    157795	0.00	5.12	0.90	
    157858	4.01	3.07	1.15	
    157920	24.55	15.49	4.92	
    157983	48.90	30.08	16.32	
    158045	72.08	44.03	25.65	
    158107	85.28	55.04	31.10	
    158170	84.60	64.51	23.66	
    158232	76.77	74.11	7.48	
    158295	61.03	60.67	-2.51	
    158357	42.05	40.96	-2.89	
    158419	23.47	25.98	-4.15	
    158482	10.07	9.98	-5.34	
    158544	0.00	-1.66	-3.61	
    158607	0.00	-1.66	-2.94	
    158669	6.45	3.71	0.40	
    158731	22.10	17.79	2.52	
    158794	40.78	31.36	6.10	
    158856	59.76	44.80	12.44	
    158919	75.40	55.81	18.57	
    158981	79.32	66.05	16.02	
    159043	78.44	74.75	6.70	
    159106	71.20	72.58	-3.71	
    159168	49.49	54.53	-5.46	
    159231	21.42	26.50	-7.61	
    159293	0.00	1.79	-4.99	
    159355	0.00	1.02	-3.84	
    159418	0.00	0.51	-3.46	
    159480	0.00	-1.41	-2.18	
    159543	9.19	6.02	1.76	
    159605	26.11	20.48	5.19	
    159667	38.63	33.79	5.23	
    159730	41.08	43.14	-2.32	
    159792	38.04	40.58	-2.41	
    159855	29.34	31.74	-3.62	
    159917	16.63	19.97	-4.78	
    159979	1.66	2.30	-3.33	
    160042	0.00	1.28	-3.33	
    160104	0.00	-1.28	-3.07	
    160167	0.39	-1.66	-2.18	
    160229	12.71	10.62	1.11	
    160291	25.82	25.47	0.35	
    160354	37.36	36.99	-0.45	
    160416	45.67	46.34	-0.41	
    160479	50.07	50.94	0.16	
    160541	50.37	51.71	-1.22	
    160603	49.58	51.84	-1.64	
    160666	45.57	48.26	-1.48	
    160728	37.65	41.60	-1.95	
    160791	24.25	29.57	-2.58	
    160853	2.54	9.34	-2.06	
    160915	0.00	4.48	1.15	
    160978	0.00	3.84	1.28	
    161040	0.00	3.33	-0.38	
    161103	3.42	4.10	-0.77	
    161165	13.50	10.62	2.97	
    161227	27.87	24.70	1.77	
    161290	41.08	38.78	2.17	
    161352	51.44	50.05	1.22	
    161415	58.78	57.98	-0.55	
    161477	64.45	64.38	-0.44	
    161539	66.80	67.84	-0.35	
    161602	66.99	67.84	-0.94	
    161664	66.80	67.84	-0.94	
    161727	65.23	67.97	-1.46	
    161789	51.64	55.17	-2.07	
    161851	21.03	26.62	-0.57	
    161914	0.00	-6.66	-2.43	
    161976	0.00	-1.41	-4.35	
    162039	4.99	1.28	-0.91	
    162101	25.04	13.44	9.15	
    162163	44.50	28.16	14.60	
    162226	59.76	41.86	17.96	
    162288	67.48	52.86	16.54	
    162351	68.46	62.59	8.17	
    162413	68.56	70.53	-1.07	
    162475	64.94	67.97	-2.67	
    162538	50.27	52.61	-3.67	
    162600	21.52	25.60	-4.14	
    162663	0.00	-2.18	-5.28	
    162725	0.00	0.51	-3.84	
    162787	0.00	-1.15	-2.82	
    162850	0.00	-1.54	-2.30	
    162912	0.00	-1.02	-0.64	
    162975	0.00	-0.64	0.13	
    163037	0.00	-0.13	0.90	
    163099	0.39	2.30	0.90	
    163162	0.39	3.46	-0.64	
    163224	3.72	3.71	-1.06	
    163287	20.44	13.18	5.46	
    163349	49.39	26.88	16.25	
    163411	83.33	40.32	35.36	
    163474	99.36	51.20	47.50	
    163536	98.19	61.95	41.23	
    163599	76.77	70.91	15.90	
    163661	28.36	51.07	-19.28	
    163723	11.83	1.79	6.47	
    163786	37.85	13.70	16.14	
    163848	80.00	28.93	41.49	
    163911	99.17	42.24	57.87	
    163973	94.87	54.27	47.76	
    164035	70.02	64.00	-12.05	
    164098	37.36	45.31	-12.05	
    164160	11.15	19.97	-2.96	
    164223	7.82	4.22	4.20	
    164285	26.80	17.92	5.03	
    164347	51.35	33.66	15.32	
    164410	60.54	45.82	17.67	
    164472	52.13	56.83	3.20	
    164535	23.67	25.47	-3.61	
    164597	0.00	-3.71	-7.55	
    164659	0.00	2.30	-4.61	
    164722	0.00	1.02	-3.84	
    164784	0.00	1.15	-3.58	
    164847	0.00	-0.51	-3.46	
    164909	0.00	-0.38	-2.82	
    164971	0.00	-1.02	-2.69	
    165034	0.00	-0.64	-1.92	
    165096	0.00	-1.02	-2.05	
    165159	0.00	-0.90	-1.41	
    165221	0.00	0.51	0.64	
    165283	0.00	0.38	1.02	
    165346	0.00	1.92	1.02	
    165408	0.00	1.92	1.02	
    165471	0.00	3.84	0.90	
    165533	0.00	3.97	-0.13	
    165595	0.00	3.84	-0.90	
    165658	0.00	3.58	-0.90	
    165720	0.00	3.46	-1.15	
    165783	0.00	2.82	-2.69	
    165845	0.00	3.20	-2.43	
    165907	0.00	2.94	-3.84	
    165970	0.00	1.79	-3.97	
    166032	0.00	1.28	-3.46	
    166095	0.00	0.26	-3.71	
    166157	0.00	0.38	-3.46	
    166219	0.00	-1.41	-3.46	
    166282	0.00	-1.41	-2.82	
    166344	0.00	-1.15	-2.69	
    166407	0.00	-1.02	-1.66	
    166469	0.00	-1.28	-1.92	
    166531	0.00	0.00	-0.51	
    166594	0.00	0.13	-0.64	
    166656	0.00	-0.13	0.90	
    166719	0.00	0.77	0.64	
    166781	0.00	0.51	1.41	
    166843	0.00	2.05	1.15	
    166906	0.00	1.54	1.15	
    166968	0.00	1.41	1.02	
    167031	0.00	3.97	0.77	
    167093	0.00	3.07	0.77	
    167155	0.00	3.97	-0.51	
    167218	0.00	4.10	-0.26	
    167280	0.00	3.58	-0.13	
    167343	0.00	3.71	-1.15	
    167405	0.00	3.58	-2.69	
    167467	0.00	2.94	-2.30	
    167530	0.00	2.82	-3.84	
    167592	0.00	2.82	-3.97	
    167655	0.00	1.92	-3.33	
    167717	0.00	0.26	-3.46	
    167780	0.00	-0.90	-3.33	
    167842	0.00	-1.28	-1.54	
    167904	0.00	-1.02	-1.54	
    167967	0.00	0.00	-1.02	
    168029	0.00	0.26	0.77	
    168092	0.00	1.28	1.28	
    168154	0.00	1.28	1.28	
    168216	0.00	1.15	1.15	
    168279	0.00	2.94	1.15	
    168341	0.00	3.97	0.90	
    168404	0.00	4.10	0.77	
    168466	0.00	3.58	-0.26	
    168528	0.00	3.46	-0.26	
    168591	0.00	3.33	-1.15	
    168653	5.87	6.78	1.02	
    168716	11.15	10.62	0.23	
    168778	13.40	14.98	-1.48	
    168840	13.20	15.10	-1.80	
    168903	13.30	15.10	-1.90	
    168965	13.20	15.10	-1.90	
    169028	13.20	15.10	-1.90	
    169090	13.30	15.10	-1.80	
    169152	13.30	15.10	-1.80	
    169215	13.20	15.10	-1.90	
    169277	13.30	15.10	-1.93	
    169340	13.30	15.10	-1.80	
    169402	13.20	15.10	-1.80	
    169464	13.30	15.10	-1.80	
    169527	13.20	15.10	-1.80	
    169589	13.20	15.10	-1.80	
    169652	13.30	15.10	-1.80	
    169714	13.20	15.10	-1.80	
    169776	13.30	15.10	-1.90	
    169839	13.30	15.10	-1.80	
    169901	13.30	15.10	-1.90	
    169964	13.20	15.10	-1.90	
    170026	13.20	15.10	-1.93	
    170088	13.30	15.23	-1.90	
    170151	13.20	15.23	-1.80	
    170213	13.20	15.10	-1.93	
    170276	13.30	15.23	-1.80	
    170338	13.20	15.10	-1.93	
    170400	13.30	15.10	-1.93	
    170463	13.30	15.23	-1.93	
    170525	13.20	15.10	-1.93	
    170588	13.30	15.23	-1.93	
    170650	13.30	15.10	-1.93	
    170712	13.20	15.10	-1.93	
    170775	13.30	15.23	-1.93	
    170837	13.30	15.23	-1.93	
    170900	13.30	15.23	-1.93	
    170962	13.30	15.23	-1.93	
    171024	13.30	15.10	-1.93	
    171087	13.20	15.10	-1.93	
    171149	13.30	15.23	-1.93	
    171212	13.30	15.23	-1.93	
    171274	13.30	15.23	-1.93	
    171336	13.30	15.23	-1.93	
    171399	13.30	15.10	-1.93	
    171461	13.30	15.23	-1.93	
    171524	13.30	15.23	-1.93	
    171586	13.30	15.23	-1.93	
    171648	13.30	15.23	-1.93	
    171711	13.30	15.23	-1.93	
    171773	13.30	15.23	-1.80	
    171836	13.20	15.23	-1.80	
    171898	13.30	15.23	-1.80	
    171960	13.30	15.23	-1.93	
    172023	13.30	15.23	-1.93	
    172085	13.30	15.23	-1.93	
    172148	13.30	15.23	-1.93	
    172210	13.30	15.23	-1.93	
    172272	13.30	15.23	-1.93	
    172335	13.30	15.10	-1.93	
    172397	13.30	15.23	-1.80	
    172460	13.30	15.23	-1.93	
    172522	13.30	15.23	-1.93	
    172584	13.30	15.23	-1.93	
    172647	13.30	15.10	-1.83	
    172709	13.30	15.23	-1.93	
    172772	13.30	15.23	-1.93	
    172834	13.30	15.23	-1.93	
    172896	13.30	15.23	-1.83	
    172959	13.30	15.23	-1.83	
    173021	13.30	15.23	-1.93	
    173084	13.40	15.23	-1.93	
    173146	13.30	15.23	-1.83	
    173208	13.30	15.23	-1.83	
    173271	13.40	15.23	-1.93	
    173333	13.30	15.23	-1.93	
    173396	13.30	15.10	-1.83	
    173458	13.30	15.23	-1.93	
    173520	13.40	15.23	-1.83	
    173583	13.40	15.23	-1.93	
    173645	13.30	15.23	-1.93	
    173708	13.30	15.23	-1.93	
    173770	13.30	15.10	-1.93	
    173832	13.30	15.23	-1.93	
    173895	13.30	15.10	-1.93	
    173957	13.30	15.23	-1.83	
    174020	13.30	15.23	-1.93	
    174082	13.30	15.23	-1.93	
    174144	13.40	15.23	-1.93	
    174207	13.40	15.23	-1.83	
    174269	13.30	15.23	-1.83	
    174332	13.30	15.23	-1.83	
    174394	13.30	15.23	-1.83	
    174456	13.30	15.23	-1.93	
    174519	13.30	15.23	-1.83	
    174581	13.30	15.23	-1.93	
    174644	13.30	15.23	-1.93	
    174706	13.40	15.23	-1.83	
    174768	13.30	15.23	-1.83	
    174831	13.30	15.23	-1.83	
    174893	13.40	15.23	-1.83	
    174956	13.30	15.23	-1.93	
    175018	13.30	15.23	-1.93	
    175080	13.30	15.23	-1.93	
    175143	13.40	15.23	-1.93	
    175205	13.40	15.23	-1.83	
    175268	13.40	15.23	-1.83	
    175330	13.30	15.23	-1.93	
    175392	13.40	15.23	-1.83	
    175455	13.40	15.23	-1.83	
    175517	13.40	15.23	-1.93	
    175580	13.30	15.23	-1.93	
    175642	13.30	15.23	-1.83	
    175704	13.30	15.23	-1.83	
    175767	13.40	15.23	-1.83	
    175829	13.40	15.23	-1.83	
    175892	13.40	15.23	-1.83	
    175954	13.40	15.23	-1.83	
    176016	13.30	15.23	-1.83	
    176079	13.40	15.23	-1.93	
    176141	13.40	15.23	-1.93	
    176204	13.30	15.23	-1.83	
    176266	13.40	15.23	-1.83	
    176328	13.40	15.23	-1.83	
    176391	13.40	15.23	-1.83	
    176453	13.40	15.23	-1.83	
    176516	13.40	15.23	-1.83	
    176578	13.40	15.23	-1.83	
    176640	13.40	15.23	-1.83	
    176703	13.40	15.23	-1.83	
    176765	13.40	15.36	-1.83	
    176828	13.40	15.23	-1.83	
    176890	13.40	15.23	-1.83	
    176952	13.40	15.23	-1.96	
    177015	13.40	15.23	-1.83	
    177077	13.40	15.23	-1.83	
    177140	13.40	15.23	-1.83	
    177202	13.40	15.23	-1.83	
    177264	13.40	15.23	-1.83	
    177327	13.40	15.23	-1.83	
    177389	13.40	15.23	-1.83	
    177452	13.40	15.23	-1.83	
    177514	13.40	15.23	-1.83	
    177576	13.40	15.36	-1.83	
    177639	13.40	15.23	-1.83	
    177701	13.40	15.23	-1.83	
    177764	13.40	15.23	-1.96	
    177826	13.40	15.23	-1.96	
    177888	13.40	15.23	-1.83	
    177951	13.40	15.23	-1.96	
    178013	13.40	15.23	-1.83	
    178076	13.40	15.36	-1.83	
    178138	13.40	15.36	-1.96	
    178200	13.40	15.23	-1.83	
    178263	13.40	15.23	-1.83	
    178325	13.40	15.23	-1.83	
    178388	13.40	15.23	-1.83	
    178450	13.40	15.36	-1.83	
    178512	13.40	15.23	-1.96	
    178575	13.40	15.36	-1.83	
    178637	13.40	15.23	-1.96	
    178700	13.40	15.23	-1.83	
    178762	13.40	15.23	-1.83	
    178824	13.40	15.23	-1.83	
    178887	13.40	15.23	-1.83	
    178949	13.40	15.23	-1.83	
    179012	13.40	15.23	-1.83	
    179074	13.40	15.23	-1.83	
    179136	13.40	15.23	-1.83	
    179199	13.40	15.23	-1.83	
    179261	13.40	15.23	-1.83	
    179324	13.40	15.23	-1.83	
    179386	13.40	15.23	-1.83	
    179448	13.40	15.23	-1.83	
    179511	13.40	15.23	-1.83	
    179573	13.40	15.23	-1.83	
    179636	13.40	15.23	-1.83	
    179698	13.40	15.23	-1.83	
    179760	13.40	15.23	-1.83	
    179823	13.40	15.23	-1.83	
    179885	13.40	15.23	-1.83	
    179948	13.40	15.23	-1.83	
    180010	13.40	15.36	-1.83	
    180072	13.40	15.23	-1.83	
    180135	13.40	15.23	-1.83	
    180197	13.40	15.23	-1.83	
    180260	13.40	15.23	-1.83	
    180322	13.40	15.23	-1.83	
    180384	13.40	15.23	-1.83	
    180447	13.40	15.23	-1.83	
    180509	13.40	15.23	-1.83	
    180572	13.40	15.23	-1.83	
    180634	13.40	15.23	-1.83	
    180696	13.40	15.36	-1.83	
    180759	13.40	15.23	-1.83	
    180821	13.40	15.23	-1.83	
    180884	13.40	15.23	-1.83	
    180946	13.40	15.23	-1.83	
    181008	13.40	15.23	-1.83	
    181071	13.40	15.23	-1.83	
    181133	13.40	15.23	-1.83	
    181196	13.40	15.23	-1.83	
    181258	13.40	15.23	-1.83	
    181320	13.40	15.36	-1.83	
    181383	13.40	15.23	-1.83	
    181445	13.40	15.23	-1.83	
    181508	13.40	15.23	-1.83	
    181570	13.40	15.23	-1.83	
    181632	13.50	15.23	-1.83	
    181695	13.40	15.23	-1.83	
    181757	13.40	15.23	-1.83	
    181820	13.40	15.23	-1.83	
    181882	13.40	15.23	-1.83	
    181944	13.40	15.23	-1.83	
    182007	13.40	15.23	-1.83	
    182069	13.40	15.23	-1.83	
    182132	13.40	15.23	-1.83	
    182194	13.40	15.23	-1.83	
    182256	13.40	15.23	-1.83	
    182319	13.40	15.23	-1.83	
    182381	13.40	15.23	-1.83	
    182444	13.40	15.23	-1.83	
    182506	13.40	15.23	-1.83	
    182568	13.40	15.23	-1.83	
    182631	13.40	15.23	-1.83	
    182693	13.40	15.23	-1.83	
    182756	13.40	15.23	-1.83	
    182818	13.40	15.23	-1.83	
    182880	13.40	15.23	-1.83	
    182943	13.40	15.23	-1.83	
    183005	13.40	15.23	-1.83	
    183068	13.40	15.23	-1.83	
    183130	13.40	15.23	-1.83	
    183192	13.40	15.23	-1.83	
    183255	13.40	15.23	-1.74	
    183317	13.40	15.23	-1.83	
    183380	13.40	15.23	-1.83	
    183442	13.50	15.23	-1.83	
    183504	13.50	15.23	-1.83	
    183567	13.40	15.23	-1.83	
    183629	13.40	15.23	-1.83	
    183692	13.40	15.23	-1.83	
    183754	13.50	15.23	-1.74	
    183816	13.40	15.23	-1.83	
    183879	13.40	15.23	-1.83	
    183941	13.40	15.23	-1.83	
    184004	13.40	15.23	-1.74	
    184066	13.40	15.23	-1.83	
    184128	13.40	15.23	-1.74	
    184191	13.40	15.23	-1.74	
    184253	13.40	15.23	-1.83	
    184316	13.40	15.23	-1.83	
    184378	13.40	15.23	-1.83	
    184440	13.40	15.23	-1.74	
    184503	13.40	15.23	-1.83	
    184565	13.40	15.23	-1.83	
    184628	13.40	15.23	-1.74	
    184690	13.40	15.23	-1.74	
    184752	13.40	15.23	-1.83	
    184815	13.50	15.23	-1.83	
    184877	13.40	15.23	-1.83	
    184940	13.40	15.23	-1.83	
    185002	13.40	15.23	-1.83	
    185064	13.40	15.23	-1.83	
    185127	13.40	15.23	-1.74	
    185189	13.40	15.23	-1.74	
    185252	13.50	15.23	-1.83	
    185314	13.40	15.23	-1.74	
    185376	13.40	15.23	-1.74	
    185439	13.40	15.10	-1.83	
    185501	13.40	15.23	-1.83	
    185564	13.50	15.23	-1.74	
    185626	13.40	15.23	-1.74	
    185688	13.50	15.23	-1.83	
    185751	13.40	15.10	-1.71	
    185813	13.40	15.23	-1.83	
    185876	13.40	15.10	-1.71	
    185938	13.50	15.10	-1.71	
    186000	13.40	15.10	-1.71	
    186063	13.40	15.10	-1.71	
    186125	13.40	15.10	-1.71	
    186188	13.40	15.10	-1.71	
    186250	13.40	15.10	-1.71	
    186312	13.40	15.10	-1.71	
    186375	13.40	15.10	-1.71	
    186437	13.40	15.10	-1.71	
    186500	13.40	15.10	-1.71	
    186562	13.50	15.23	-1.71	
    186624	13.40	15.10	-1.71	
    186687	13.40	15.10	-1.71	
    186749	13.40	15.10	-1.71	
    186812	13.40	15.10	-1.71	
    186874	13.40	15.10	-1.71	
    186936	13.40	15.10	-1.71	
    186999	13.40	15.10	-1.71	
    187061	13.40	15.10	-1.71	
    187124	13.40	15.10	-1.71	
    187186	13.40	15.10	-1.71	
    187248	13.40	15.10	-1.61	
    187311	13.40	15.10	-1.71	
    187373	13.50	15.10	-1.71	
    187436	13.40	15.10	-1.71	
    187498	13.40	15.10	-1.71	
    187560	13.40	15.10	-1.71	
    187623	13.40	15.10	-1.71	
    187685	13.40	15.10	-1.61	
    187748	13.40	15.10	-1.71	
    187810	13.40	15.10	-1.71	
    187872	13.40	15.10	-1.61	
    187935	13.40	15.10	-1.61	
    187997	13.40	15.10	-1.61	
    188060	13.40	15.10	-1.71	
    188122	13.40	15.10	-1.61	
    188184	13.40	15.10	-1.61	
    188247	13.50	15.10	-1.71	
    188309	13.40	15.10	-1.61	
    188372	13.50	15.10	-1.61	
    188434	13.40	15.10	-1.61	
    188496	13.40	15.10	-1.71	
    188559	13.40	15.10	-1.71	
    188621	13.50	15.10	-1.71	
    188684	13.40	15.10	-1.61	
    188746	13.50	15.10	-1.71	
    188808	13.40	15.10	-1.71	
    188871	13.50	15.10	-1.61	
    188933	13.50	15.10	-1.71	
    188996	13.40	15.10	-1.71	
    189058	13.40	15.10	-1.71	
    189120	13.40	15.10	-1.71	
    189183	13.40	15.10	-1.61	
    189245	13.40	15.10	-1.71	
    189308	13.40	15.10	-1.61	
    189370	13.40	15.10	-1.71	
    189432	13.50	15.10	-1.61	
    189495	13.40	15.10	-1.71	
    189557	13.40	15.10	-1.71	
    189620	13.50	15.10	-1.71	
    189682	13.40	15.10	-1.61	
    189744	13.50	15.10	-1.58	
    189807	13.40	15.10	-1.58	
    189869	13.40	14.98	-1.58	
    189932	13.40	14.98	-1.58	
    189994	13.40	14.98	-1.58	
    190056	13.40	14.98	-1.58	
    190119	13.40	14.98	-1.58	
    190181	13.40	14.98	-1.58	
    190244	13.40	14.98	-1.58	
    190306	13.40	14.98	-1.58	
    190368	13.40	14.98	-1.58	
    190431	13.40	14.98	-1.58	
    190493	13.40	14.98	-1.58	
    190556	13.40	14.98	-1.58	
    190618	13.50	15.10	-1.58	
    190680	13.40	14.98	-1.58	
    190743	13.40	14.98	-1.58	
    190805	13.40	14.98	-1.48	
    190868	13.40	14.98	-1.58	
    190930	13.40	14.98	-1.58	
    190992	13.40	14.98	-1.58	
    191055	13.40	14.98	-1.58	
    191117	13.40	14.98	-1.58	
    191180	13.40	14.98	-1.58	
    191242	13.40	14.98	-1.58	
    191304	13.40	14.98	-1.58	
    191367	13.40	14.98	-1.58	
    191429	13.40	14.98	-1.58	
    191492	13.50	14.98	-1.58	
    191554	13.40	14.98	-1.58	
    191616	13.40	14.98	-1.58	
    191679	13.40	14.98	-1.58	
    191741	13.40	14.98	-1.58	
    191804	13.40	14.98	-1.58	
    191866	13.40	14.98	-1.58	
    191928	13.40	14.98	-1.58	
    191991	13.50	14.98	-1.58	
    192053	13.40	14.98	-1.58	
    192116	13.40	14.98	-1.58	
    192178	13.40	14.98	-1.58	
    192240	13.40	14.98	-1.48	
    192303	13.40	14.98	-1.48	
    192365	13.40	14.98	-1.58	
    192428	13.40	14.98	-1.48	
    192490	13.50	14.98	-1.58	
    192552	13.40	14.98	-1.48	
    192615	13.40	14.85	-1.58	
    192677	13.40	14.85	-1.48	
    192740	13.50	14.98	-1.48	
    192802	13.40	14.85	-1.45	
    192864	13.40	14.85	-1.45	
    192927	13.40	14.85	-1.45	
    192989	13.40	14.85	-1.45	
    193052	13.40	14.85	-1.45	
    193114	13.40	14.85	-1.45	
    193176	13.40	14.85	-1.45	
    193239	13.40	14.85	-1.45	
    193301	13.40	14.85	-1.45	
    193364	13.40	14.85	-1.45	
    193426	13.40	14.85	-1.45	
    193488	13.40	14.85	-1.45	
    193551	13.40	14.85	-1.45	
    193613	13.40	14.85	-1.45	
    193676	13.40	14.85	-1.45	
    193738	13.40	14.85	-1.45	
    193800	13.40	14.85	-1.45	
    193863	13.40	14.85	-1.45	
    193925	13.40	14.85	-1.45	
    193988	13.40	14.85	-1.45	
    194050	13.40	14.85	-1.35	
    194112	13.40	14.85	-1.45	
    194175	13.40	14.85	-1.45	
    194237	13.40	14.85	-1.45	
    194300	13.40	14.85	-1.45	
    194362	13.40	14.85	-1.45	
    194424	13.40	14.85	-1.45	
    194487	13.40	14.85	-1.45	
    194549	13.40	14.85	-1.45	
    194612	13.40	14.85	-1.45	
    194674	13.40	14.85	-1.45	
