Created	03/05/16 16:44:33
Calibration	antiwindup1_013_000

Timestamp (mS)	Accelerator_Pedal_Position	Electronic_Throttle_feedback	Error	
     48283	14.18	15.10	-0.83	
     48345	14.18	15.10	-0.83	
     48408	14.28	15.10	-0.92	
     48470	14.18	15.10	-0.92	
     48532	14.18	15.10	-0.83	
     48595	14.28	15.10	-0.83	
     48657	14.28	15.23	-0.95	
     48720	14.28	15.10	-0.95	
     48782	14.28	15.10	-0.83	
     48844	14.28	15.10	-0.83	
     48907	14.18	15.10	-0.95	
     48969	14.18	15.10	-0.83	
     49032	14.28	15.10	-0.83	
     49094	14.28	15.23	-0.83	
     49156	14.18	15.10	-0.83	
     49219	14.18	15.10	-0.92	
     49281	14.28	15.10	-0.95	
     49344	14.28	15.23	-0.83	
     49406	14.28	15.10	-0.92	
     49468	14.18	15.10	-0.92	
     49531	14.18	15.10	-0.83	
     49593	14.18	15.10	-0.92	
     49656	14.28	15.10	-0.92	
     49718	14.18	15.10	-0.92	
     49780	14.28	15.10	-0.95	
     49843	14.28	15.23	-0.95	
     49905	14.18	15.10	-0.92	
     49968	14.28	15.23	-0.83	
     50030	14.28	15.10	-0.83	
     50092	14.28	15.23	-0.92	
     50155	14.18	15.10	-0.83	
     50217	14.28	15.23	-0.83	
     50280	14.28	15.10	-0.95	
     50342	14.18	15.10	-0.92	
     50404	14.28	15.10	-0.95	
     50467	14.28	15.23	-0.83	
     50529	14.18	15.10	-0.92	
     50592	14.28	15.23	-0.92	
     50654	14.28	15.10	-0.95	
     50716	14.18	15.10	-0.95	
     50779	14.28	15.10	-0.95	
     50841	14.18	15.10	-0.95	
     50904	14.28	15.23	-0.95	
     50966	14.18	15.10	-0.95	
     51028	14.18	15.10	-0.95	
     51091	14.18	15.10	-0.92	
     51153	14.28	15.10	-0.95	
     51216	14.28	15.23	-0.95	
     51278	14.28	15.10	-0.83	
     51340	13.59	15.36	-1.15	
     51403	7.73	9.98	-1.13	
     51465	0.00	0.51	0.74	
     51528	0.00	2.82	1.02	
     51590	0.00	2.82	0.51	
     51652	3.03	3.71	-0.75	
     51715	9.19	9.22	-0.07	
     51777	16.63	16.64	-0.03	
     51840	24.74	23.17	1.39	
     51902	34.91	34.18	1.19	
     51964	46.46	44.42	2.02	
     52027	58.00	55.55	2.02	
     52089	70.81	65.28	4.05	
     52152	83.42	75.14	7.21	
     52214	90.37	83.84	7.98	
     52276	91.74	91.78	2.39	
     52339	91.64	92.67	-0.91	
     52401	88.02	89.47	-1.08	
     52464	81.57	83.33	0.45	
     52526	74.52	76.54	0.45	
     52588	66.31	69.25	-0.85	
     52651	57.41	60.54	-0.24	
     52713	47.04	51.46	-0.49	
     52776	38.24	42.37	-1.10	
     52838	28.46	31.49	-2.20	
     52900	19.27	22.53	-2.08	
     52963	7.73	11.39	-2.96	
     53025	0.00	0.64	-2.94	
     53088	0.00	-0.77	-2.30	
     53150	0.00	-0.90	-1.28	
     53212	0.00	0.26	1.54	
     53275	1.37	3.58	1.28	
     53337	9.88	8.32	1.43	
     53400	19.85	16.77	1.32	
     53462	31.00	30.46	1.00	
     53524	44.01	42.24	1.33	
     53587	58.88	52.99	3.58	
     53649	73.25	64.26	8.16	
     53712	83.72	73.09	10.79	
     53774	84.99	82.05	5.18	
     53836	84.89	86.14	-1.09	
     53899	79.22	81.79	-1.26	
     53961	69.34	73.86	-1.67	
     54024	56.82	62.34	-1.11	
     54086	43.13	47.74	-0.25	
     54148	29.34	34.82	-0.64	
     54211	17.02	21.76	-0.99	
     54273	3.81	8.45	-1.05	
     54336	0.00	2.94	1.02	
     54398	0.00	3.07	-1.79	
     54460	0.00	1.54	-3.20	
     54523	0.00	0.26	-3.07	
     54585	4.21	2.18	0.31	
     54648	15.84	15.23	0.06	
     54710	27.09	24.83	2.47	
     54772	42.15	38.53	3.14	
     54835	57.21	50.05	5.57	
     54897	72.96	60.42	10.45	
     54960	81.76	70.40	12.27	
     55022	83.23	79.10	6.33	
     55084	83.33	84.61	-1.44	
     55147	78.92	81.15	-0.50	
     55209	70.02	73.60	-0.61	
     55272	59.36	63.62	-0.28	
     55334	45.18	49.66	-0.36	
     55396	28.75	32.90	-1.90	
     55459	13.50	18.69	-2.36	
     55521	0.00	1.28	-2.39	
     55584	0.00	-0.38	-2.82	
     55646	0.00	-1.54	-1.92	
     55708	0.00	-0.64	0.51	
     55771	0.00	0.51	1.41	
     55833	0.00	3.33	0.64	
     55896	2.74	3.97	-0.90	
     55958	10.56	9.60	1.03	
     56020	17.60	16.38	1.85	
     56083	26.60	24.45	0.17	
     56145	34.33	34.05	-0.65	
     56208	38.53	39.17	-0.97	
     56270	38.53	39.04	-0.38	
     56332	38.44	39.04	-0.51	
     56395	37.07	38.66	-1.77	
     56457	33.74	34.69	-2.24	
     56520	27.78	29.57	-2.46	
     56582	20.44	21.38	-2.77	
     56644	11.05	9.73	-2.24	
     56707	10.66	11.52	-1.71	
     56769	10.76	11.52	-0.66	
     56832	10.76	11.52	-0.66	
     56894	10.86	11.52	-0.66	
     56956	10.86	11.52	-0.69	
     57019	10.86	11.52	-0.66	
     57081	10.76	11.52	-0.66	
     57144	10.86	11.52	-0.66	
     57206	10.86	11.65	-0.69	
     57268	10.86	11.65	-0.66	
     57331	10.86	11.52	-0.69	
     57393	10.95	11.65	-0.76	
     57456	10.86	11.65	-0.69	
     57518	10.76	11.52	-0.66	
     57580	10.95	11.65	-0.66	
     57643	10.86	11.52	-0.69	
     57705	10.86	11.52	-0.66	
     57768	10.95	11.52	-0.66	
     57830	10.86	11.52	-0.66	
     57892	10.86	11.52	-0.79	
     57955	10.86	11.65	-0.69	
     58017	10.76	11.39	-0.69	
     58080	10.95	11.52	-0.66	
     58142	10.86	11.52	-0.66	
     58204	10.76	11.52	-0.66	
     58267	10.86	11.52	-0.66	
     58329	10.95	11.65	-0.66	
     58392	10.86	11.52	-0.69	
     58454	10.95	11.65	-0.69	
     58516	10.86	11.52	-0.66	
     58579	10.95	11.65	-0.79	
     58641	10.86	11.52	-0.66	
     58704	10.86	11.52	-0.66	
     58766	10.86	11.65	-0.79	
     58828	10.86	11.52	-0.66	
     58891	10.86	11.52	-0.66	
     58953	10.86	11.52	-0.66	
     59016	10.86	11.65	-0.79	
     59078	10.86	11.52	-0.66	
     59140	10.86	11.52	-0.69	
     59203	10.86	11.52	-0.66	
     59265	10.86	11.52	-0.66	
     59328	10.86	11.52	-0.66	
     59390	10.86	11.52	-0.69	
     59452	10.86	11.52	-0.66	
     59515	10.95	11.65	-0.79	
     59577	10.95	11.52	-0.69	
     59640	10.86	11.65	-0.79	
     59702	10.86	11.65	-0.79	
     59764	10.86	11.52	-0.79	
     59827	10.86	11.52	-0.66	
     59889	10.86	11.52	-0.66	
     59952	10.95	11.65	-0.79	
     60014	10.86	11.52	-0.79	
     60076	10.86	11.52	-0.66	
     60139	10.86	11.52	-0.66	
     60201	10.86	11.52	-0.79	
     60264	10.86	11.52	-0.66	
     60326	10.86	11.52	-0.69	
     60388	10.86	11.52	-0.66	
     60451	10.86	11.52	-0.66	
     60513	10.86	11.65	-0.69	
     60576	10.86	11.52	-0.79	
     60638	10.95	11.65	-0.79	
     60700	10.95	11.65	-0.69	
     60763	10.86	11.52	-0.69	
     60825	10.86	11.65	-0.66	
     60888	10.95	11.65	-0.79	
     60950	10.86	11.52	-0.66	
     61012	10.86	11.52	-0.66	
     61075	10.95	11.65	-0.79	
     61137	10.86	11.65	-0.79	
     61200	10.95	11.65	-0.69	
     61262	10.86	11.52	-0.66	
     61324	10.86	11.52	-0.66	
     61387	10.86	11.52	-0.66	
     61449	10.86	11.52	-0.66	
     61512	10.86	11.52	-0.66	
     61574	10.76	11.52	-0.57	
     61636	10.86	11.65	-0.69	
     61699	10.86	11.52	-0.66	
     61761	10.95	11.65	-0.69	
     61824	10.95	11.65	-0.79	
     61886	10.86	11.52	-0.69	
     61948	10.86	11.52	-0.66	
     62011	10.86	11.65	-0.69	
     62073	10.95	11.65	-0.79	
     62136	10.95	11.65	-0.69	
     62198	10.95	11.65	-0.66	
     62260	10.86	11.65	-0.69	
     62323	10.86	11.52	-0.79	
     62385	10.86	11.52	-0.66	
     62448	10.95	11.65	-0.69	
     62510	10.86	11.52	-0.66	
     62572	10.86	11.52	-0.76	
     62635	10.95	11.52	-0.69	
     62697	10.86	11.65	-0.66	
     62760	10.95	11.65	-0.69	
     62822	10.86	11.65	-0.69	
     62884	10.86	11.52	-0.66	
     62947	10.95	11.52	-0.57	
     63009	11.44	11.65	-0.24	
     63072	14.08	14.59	0.46	
     63134	17.11	16.51	0.86	
     63196	20.64	19.84	0.61	
     63259	24.06	24.45	0.48	
     63321	27.58	27.26	0.48	
     63384	30.61	30.08	1.12	
     63446	33.45	32.90	0.16	
     63508	36.19	35.33	0.34	
     63571	38.92	38.40	0.01	
     63633	41.08	40.32	-0.12	
     63696	43.23	42.62	-0.07	
     63758	45.38	44.93	-0.00	
     63820	47.63	46.59	0.45	
     63883	49.58	49.15	0.11	
     63945	52.23	51.97	-0.39	
     64008	54.47	54.02	-0.19	
     64070	57.12	57.34	-0.46	
     64132	59.27	59.65	0.79	
     64195	61.32	60.54	0.79	
     64257	63.86	63.10	0.91	
     64320	66.41	65.66	0.38	
     64382	69.14	68.10	0.21	
     64444	72.67	71.81	-0.22	
     64507	75.60	74.88	-0.09	
     64569	78.73	78.21	-0.16	
     64632	82.74	81.92	1.24	
     64694	85.97	85.25	1.24	
     64756	88.31	88.32	0.84	
     64819	89.98	90.50	0.44	
     64881	90.86	90.24	0.29	
     64944	92.03	91.26	0.60	
     65006	93.79	93.57	-0.17	
     65068	95.45	95.74	0.37	
     65131	97.12	95.74	0.98	
     65193	98.48	95.74	2.54	
     65256	99.76	96.00	3.79	
     65318	99.76	95.74	4.01	
     65380	100.05	95.87	4.01	
     65443	100.05	96.13	3.92	
     65505	99.76	96.13	3.92	
     65568	99.56	95.74	3.91	
     65630	99.95	95.74	3.91	
     65692	99.66	96.00	4.08	
     65755	99.17	95.74	3.73	
     65817	98.58	95.74	3.03	
     65880	98.29	96.13	2.54	
     65942	97.60	96.13	1.67	
     66004	96.43	96.13	0.99	
     66067	96.04	95.87	0.07	
     66129	95.55	96.13	-0.22	
     66192	95.26	96.00	-0.74	
     66254	95.06	96.00	-0.94	
     66316	94.67	96.00	-1.23	
     66379	94.28	95.49	-1.46	
     66441	93.69	94.98	-1.34	
     66504	93.11	94.46	-1.16	
     66566	92.32	94.21	-1.37	
     66628	91.64	92.93	-1.19	
     66691	90.76	91.39	-1.43	
     66753	89.58	91.39	-1.39	
     66816	88.80	90.24	-1.31	
     66878	87.53	88.83	-1.04	
     66940	86.65	88.19	-1.28	
     67003	85.87	87.30	-1.23	
     67065	85.28	85.89	-1.40	
     67128	84.30	85.38	-1.26	
     67190	83.62	84.74	-1.31	
     67252	83.03	84.22	-1.48	
     67315	82.25	83.20	-1.14	
     67377	81.37	82.94	-1.31	
     67440	80.68	82.18	-1.58	
     67502	79.90	81.41	-1.60	
     67564	79.22	80.38	-1.35	
     67627	78.34	79.74	-1.37	
     67689	77.26	78.98	-1.45	
     67752	76.28	77.82	-1.15	
     67814	74.91	76.42	-0.98	
     67876	73.55	74.37	-1.58	
     67939	72.27	73.73	-1.57	
     68001	71.20	72.96	-1.50	
     68064	70.42	71.81	-1.07	
     68126	69.24	70.66	-1.02	
     68188	68.36	69.63	-1.19	
     68251	67.29	68.48	-1.19	
     68313	66.21	67.46	-1.37	
     68376	64.94	66.05	-1.10	
     68438	63.47	64.90	-1.32	
     68500	61.71	62.72	-0.59	
     68563	60.24	61.44	-1.47	
     68625	58.68	59.90	-0.80	
     68688	57.12	58.37	-0.76	
     68750	55.55	56.83	-0.89	
     68812	53.89	55.30	-0.95	
     68875	52.42	54.02	-1.08	
     68937	50.86	51.97	-0.92	
     69000	49.49	50.94	-1.07	
     69062	47.82	49.41	-1.16	
     69124	46.46	48.13	-1.51	
     69187	45.38	46.85	-1.46	
     69249	44.11	45.82	-1.36	
     69312	42.84	44.42	-1.47	
     69374	41.76	43.26	-1.31	
     69436	40.00	41.22	-1.27	
     69499	38.34	39.94	-1.24	
     69561	36.77	38.14	-0.95	
     69624	34.62	35.97	-0.99	
     69686	32.37	33.79	-0.83	
     69748	30.12	31.23	-0.39	
     69811	27.78	28.80	-1.17	
     69873	25.72	26.62	-1.60	
     69936	24.06	24.83	-1.85	
     69998	22.79	24.32	-1.68	
     70060	21.81	23.42	-1.42	
     70123	21.42	22.78	-1.37	
     70185	21.42	22.78	-1.37	
     70248	21.42	22.78	-1.37	
     70310	21.61	22.78	-1.27	
     70372	22.10	22.14	-0.40	
     70435	22.98	22.78	-0.06	
     70497	24.45	24.45	-0.45	
     70560	25.23	25.47	-0.44	
     70622	25.82	25.34	-0.01	
     70684	26.80	26.62	0.11	
     70747	27.48	27.78	0.08	
     70809	27.87	27.78	0.13	
     70872	28.56	28.29	0.04	
     70934	29.93	30.08	0.34	
     70996	30.51	30.34	0.11	
     71059	31.20	31.10	-0.03	
     71121	32.47	32.64	-0.24	
     71184	33.15	33.54	0.09	
     71246	34.13	34.18	-0.18	
     71308	34.82	34.82	0.38	
     71371	35.79	35.58	0.40	
     71433	36.87	37.12	-0.45	
     71496	37.26	36.86	0.23	
     71558	38.24	37.89	0.12	
     71620	39.12	39.30	-0.15	
     71683	39.71	39.94	-0.01	
     71745	40.20	39.68	0.58	
     71808	41.47	41.34	-0.20	
     71870	42.15	42.24	-0.06	
     71932	42.84	42.50	0.17	
     71995	43.72	43.65	-0.10	
     72057	44.60	44.42	-0.17	
     72120	45.67	45.70	-0.25	
     72182	46.65	46.59	-0.01	
     72244	48.12	48.26	0.48	
     72307	48.80	48.26	0.48	
     72369	50.17	49.92	0.34	
     72432	51.44	50.69	0.21	
     72494	53.50	53.63	-0.50	
     72556	54.67	54.40	0.52	
     72619	56.14	55.81	0.45	
     72681	57.51	56.83	0.25	
     72744	58.58	58.11	-0.31	
     72806	59.76	59.65	-0.31	
     72868	60.34	59.78	0.72	
     72931	61.52	61.06	0.17	
     72993	62.30	62.08	0.05	
     73056	63.08	62.34	0.87	
     73118	64.16	64.13	-0.42	
     73180	64.94	64.90	0.13	
     73243	66.11	66.18	0.57	
     73305	67.19	67.07	0.52	
     73368	68.17	67.71	0.16	
     73430	69.34	68.86	0.38	
     73492	70.90	71.30	-0.20	
     73555	71.39	70.78	0.48	
     73617	71.79	71.42	0.26	
     73680	71.79	71.55	0.29	
     73742	71.69	71.55	0.23	
     73804	71.59	71.42	0.23	
     73867	71.59	71.68	0.17	
     73929	71.10	71.68	-0.38	
     73992	70.71	71.68	-0.78	
     74054	70.02	71.30	-1.56	
     74117	69.14	70.53	-1.57	
     74179	68.26	69.50	-1.36	
     74241	67.38	68.99	-1.31	
     74304	66.41	67.71	-1.14	
     74366	64.94	66.43	-1.00	
     74429	63.47	65.15	-1.22	
     74491	61.91	63.23	-1.13	
     74553	60.15	61.82	-1.32	
     74616	58.00	60.03	-1.35	
     74678	55.84	57.73	-0.97	
     74741	53.69	55.42	-1.18	
     74803	51.64	53.63	-1.47	
     74865	49.19	51.33	-1.38	
     74928	46.65	48.64	-1.21	
     74990	44.21	45.82	-1.10	
     75053	41.27	43.01	-0.92	
     75115	38.63	39.94	-0.66	
     75177	35.60	36.99	-0.58	
     75240	32.86	33.79	-0.50	
     75302	30.51	31.49	-1.02	
     75365	28.95	29.82	-1.67	
     75427	27.97	29.44	-1.40	
     75489	27.87	29.31	-1.34	
     75552	27.87	29.06	-1.54	
     75614	28.56	28.29	-0.11	
     75677	31.88	32.00	-0.43	
     75739	35.31	35.46	-0.49	
     75801	38.63	38.53	-0.46	
     75864	41.96	41.34	-0.46	
     75926	45.28	44.80	-0.14	
     75989	49.78	48.13	0.26	
     76051	54.77	54.91	-0.08	
     76113	59.07	59.26	0.30	
     76176	62.98	61.95	1.39	
     76238	66.70	65.54	0.92	
     76301	70.42	68.86	-0.39	
     76363	73.64	73.60	-0.39	
     76425	76.09	74.37	1.90	
     76488	77.26	77.82	-0.66	
     76550	77.26	77.95	-0.79	
     76613	75.79	77.70	-1.18	
     76675	72.08	73.98	-1.69	
     76737	68.17	68.99	-2.24	
     76800	64.45	65.15	-1.93	
     76862	61.42	62.08	-1.76	
     76925	59.07	60.42	-1.84	
     76987	57.21	58.62	-1.49	
     77049	55.84	57.60	-1.30	
     77112	54.67	56.06	-1.00	
     77174	52.71	54.53	-1.10	
     77237	50.27	52.10	-1.43	
     77299	48.22	49.92	-1.79	
     77361	46.75	48.38	-1.37	
     77424	46.06	47.10	-0.94	
     77486	46.06	47.10	-1.17	
     77549	46.06	47.10	-1.04	
     77611	45.97	47.10	-1.27	
     77673	46.55	46.98	-0.75	
     77736	47.53	47.23	0.39	
     77798	49.00	48.13	0.45	
     77861	51.35	51.33	-0.50	
     77923	52.91	53.38	0.48	
     77985	53.69	53.50	0.09	
     78048	54.57	54.27	0.39	
     78110	55.94	55.17	0.44	
     78173	56.82	56.58	0.05	
     78235	58.39	57.98	0.33	
     78297	60.34	59.78	-0.28	
     78360	61.81	62.21	0.22	
     78422	62.49	62.08	0.22	
     78485	63.86	64.13	0.75	
     78547	65.04	64.51	0.45	
     78609	66.31	66.05	0.54	
     78672	67.48	67.58	0.37	
     78734	68.85	68.35	0.49	
     78797	69.73	69.12	0.80	
     78859	71.00	70.91	-0.01	
     78921	72.08	71.55	1.00	
     78984	73.55	73.22	-0.29	
     79046	74.43	73.34	0.88	
     79109	76.09	76.16	-0.21	
     79171	77.85	77.70	0.88	
     79233	79.22	78.98	0.30	
     79296	79.32	79.23	0.08	
     79358	79.12	78.98	0.02	
     79421	79.32	78.98	0.27	
     79483	79.32	78.98	0.14	
     79545	79.22	79.10	0.14	
     79608	78.04	79.23	-0.80	
     79670	76.28	77.57	-1.11	
     79733	74.52	75.78	-1.43	
     79795	72.76	73.34	-1.02	
     79857	71.69	73.09	-0.78	
     79920	70.51	71.42	-0.78	
     79982	69.14	70.14	-1.41	
     80045	68.17	69.38	-1.30	
     80107	67.68	68.99	-1.22	
     80169	67.09	68.10	-1.32	
     80232	66.60	67.97	-1.17	
     80294	66.11	67.46	-1.28	
     80357	65.53	66.69	-1.20	
     80419	65.04	66.30	-1.20	
     80481	64.55	65.79	-1.18	
     80544	63.96	65.28	-1.12	
     80606	63.47	64.77	-1.23	
     80669	62.69	63.49	-0.86	
     80731	61.91	63.10	-1.16	
     80793	61.22	62.34	-1.27	
     80856	60.54	61.82	-1.32	
     80918	59.95	60.93	-1.26	
     80981	59.56	60.80	-1.27	
     81043	59.17	60.54	-1.41	
     81105	58.58	59.78	-1.28	
     81168	58.09	59.39	-1.36	
     81230	57.90	59.01	-1.14	
     81293	57.70	59.01	-1.31	
     81355	57.51	58.62	-1.15	
     81417	57.21	58.37	-1.06	
     81480	57.02	58.37	-1.25	
     81542	56.53	57.73	-1.00	
     81605	55.75	56.96	-1.40	
     81667	54.77	56.06	-1.39	
     81729	54.08	55.04	-1.27	
     81792	53.30	54.53	-1.29	
     81854	52.62	54.14	-1.33	
     81917	51.54	52.99	-1.16	
     81979	50.56	51.97	-1.37	
     82041	49.49	50.94	-1.42	
     82104	48.51	49.92	-1.12	
     82166	47.34	48.64	-1.17	
     82229	46.16	46.85	-0.87	
     82291	45.09	46.34	-1.37	
     82353	43.91	45.06	-1.17	
     82416	42.84	43.52	-1.12	
     82478	41.96	43.26	-1.30	
     82541	41.57	42.88	-1.31	
     82603	41.47	42.75	-1.16	
     82665	41.37	42.37	-0.97	
     82728	42.05	41.86	-0.10	
     82790	44.21	43.01	0.76	
     82853	47.24	46.21	0.95	
     82915	50.76	49.92	0.51	
     82977	54.47	53.89	0.99	
     83040	58.97	57.22	0.80	
     83102	63.37	62.34	0.69	
     83165	67.87	66.69	0.84	
     83227	72.47	71.30	0.54	
     83289	75.60	75.14	0.20	
     83352	75.89	76.03	0.06	
     83414	75.70	75.78	-0.01	
     83477	74.13	76.16	-0.82	
     83539	68.36	70.66	-1.52	
     83601	61.52	64.13	-1.42	
     83664	54.77	56.96	-1.67	
     83726	49.68	51.58	-1.65	
     83789	44.79	46.98	-1.84	
     83851	41.57	43.39	-1.56	
     83913	37.75	40.19	-1.68	
     83976	34.52	36.35	-1.39	
     84038	32.67	33.66	-0.80	
     84101	32.47	33.66	-1.32	
     84163	32.76	33.66	-1.00	
     84225	33.45	33.15	-0.16	
     84288	35.11	34.69	-0.16	
     84350	36.97	36.86	-0.19	
     84413	38.14	37.63	0.08	
     84475	39.22	39.04	0.08	
     84537	40.29	39.68	0.64	
     84600	41.86	41.60	-0.00	
     84662	42.74	42.62	-0.21	
     84725	43.91	43.78	-0.26	
     84787	45.38	45.18	0.28	
     84849	47.43	47.23	0.66	
     84912	49.68	48.64	0.77	
     84974	52.81	51.84	0.13	
     85037	55.84	54.91	0.63	
     85099	59.27	58.24	0.79	
     85161	62.40	61.70	0.63	
     85224	65.72	64.90	0.90	
     85286	68.17	67.97	0.92	
     85349	69.44	68.61	0.41	
     85411	69.73	69.63	-0.03	
     85473	69.83	69.76	0.07	
     85536	69.93	69.76	0.07	
     85598	69.73	69.76	-0.09	
     85661	69.73	69.76	0.04	
     85723	69.93	69.89	0.07	
     85785	69.63	69.89	-0.06	
     85848	68.75	69.89	-0.68	
     85910	66.99	68.35	-1.13	
     85973	64.65	66.18	-1.10	
     86035	62.59	64.38	-1.49	
     86097	60.44	62.21	-1.21	
     86160	59.07	60.03	-0.67	
     86222	57.70	58.75	-1.10	
     86285	56.72	57.86	-1.22	
     86347	56.14	57.34	-0.98	
     86409	56.14	57.22	-1.08	
     86472	56.04	57.22	-1.08	
     86534	56.14	57.09	-0.95	
     86597	56.63	56.96	-0.76	
     86659	57.21	56.70	0.22	
     86721	58.48	58.37	0.37	
     86784	60.34	60.16	-0.24	
     86846	62.30	62.72	0.23	
     86909	63.37	62.46	0.68	
     86971	64.06	64.13	-0.07	
     87033	64.06	64.13	0.03	
     87096	64.16	64.00	0.03	
     87158	64.16	64.26	-0.10	
     87221	64.16	64.13	-0.10	
     87283	64.06	64.13	-0.07	
     87345	63.96	64.13	-0.17	
     87408	63.86	64.13	-0.07	
     87470	64.16	64.13	-0.20	
     87533	64.06	64.13	-0.10	
     87595	63.96	64.38	-0.10	
     87657	63.96	64.13	-0.23	
     87720	63.96	64.13	-0.20	
     87782	64.16	64.26	-0.20	
     87845	64.06	64.26	-0.20	
     87907	63.96	64.26	-0.29	
     87969	64.16	64.26	-0.17	
     88032	64.06	64.13	-0.17	
     88094	64.06	64.26	-0.17	
     88157	63.96	64.13	-0.29	
     88219	64.16	64.13	-0.29	
     88281	64.16	64.13	-0.17	
     88344	64.06	64.13	-0.20	
     88406	63.96	64.13	-0.20	
     88469	63.96	64.13	-0.20	
     88531	63.96	64.13	-0.20	
     88593	64.16	64.26	-0.29	
     88656	64.06	64.13	-0.29	
     88718	63.96	64.38	-0.10	
     88781	64.06	64.38	-0.23	
     88843	63.96	64.13	-0.20	
     88905	64.25	64.38	0.03	
     88968	64.16	64.26	0.03	
     89030	64.06	64.13	-0.20	
     89093	64.06	64.13	-0.17	
     89155	64.16	64.13	-0.17	
     89217	64.06	64.26	-0.17	
     89280	63.96	64.26	-0.20	
     89342	64.06	64.13	-0.17	
     89405	64.06	64.26	-0.17	
     89467	63.96	64.26	-0.17	
     89529	63.96	64.13	-0.17	
     89592	63.96	64.13	-0.20	
     89654	63.86	64.13	-0.20	
     89717	63.96	64.13	-0.10	
     89779	63.96	64.26	-0.07	
     89841	64.06	64.26	0.03	
     89904	64.06	64.51	-0.10	
     89966	64.06	64.26	-0.20	
     90029	64.06	64.26	-0.29	
     90091	64.16	64.26	-0.17	
     90153	63.96	64.13	-0.23	
     90216	63.96	64.13	-0.20	
     90278	64.16	64.13	-0.17	
     90341	64.06	64.38	-0.17	
     90403	64.06	64.38	-0.20	
     90465	64.06	64.26	-0.20	
     90528	64.06	64.26	-0.17	
     90590	64.06	64.26	-0.20	
     90653	63.96	64.13	-0.17	
     90715	63.96	64.13	-0.07	
     90777	64.06	64.38	-0.17	
     90840	64.06	64.26	-0.10	
     90902	63.96	64.13	-0.07	
     90965	63.96	64.13	-0.17	
     91027	64.16	64.38	-0.17	
     91089	63.96	64.13	-0.23	
     91152	64.06	64.26	-0.07	
     91214	64.06	64.13	-0.07	
     91277	63.96	64.38	-0.23	
     91339	63.96	64.38	-0.23	
     91401	64.16	64.13	-0.20	
     91464	64.16	64.13	-0.17	
     91526	63.96	64.38	-0.23	
     91589	63.96	64.26	-0.20	
     91651	63.96	64.13	-0.17	
     91713	64.06	64.26	-0.20	
     91776	63.96	64.13	-0.29	
     91838	64.06	64.26	-0.29	
     91901	63.96	64.13	-0.20	
     91963	64.06	64.26	-0.10	
     92025	63.96	64.13	-0.17	
     92088	63.96	64.13	-0.17	
     92150	64.06	64.26	-0.07	
     92213	63.96	64.13	-0.07	
     92275	63.96	64.13	-0.23	
     92337	64.06	64.26	-0.07	
     92400	63.96	64.38	-0.23	
     92462	64.06	64.38	-0.23	
     92525	64.06	64.26	-0.17	
     92587	64.06	64.13	-0.17	
     92649	64.06	64.26	-0.23	
     92712	64.06	64.26	-0.20	
     92774	63.96	64.13	-0.29	
     92837	64.16	64.13	-0.17	
     92899	64.16	64.26	-0.23	
     92961	64.16	64.13	-0.20	
     93024	63.96	64.13	-0.07	
     93086	64.06	64.26	-0.17	
     93149	63.96	64.26	-0.17	
     93211	63.96	64.26	-0.07	
     93273	64.55	63.87	0.22	
     93336	66.31	65.41	0.70	
     93398	67.97	67.33	0.35	
     93461	71.00	69.63	1.29	
     93523	74.52	73.60	0.45	
     93585	78.73	78.46	0.53	
     93648	82.84	82.56	0.93	
     93710	85.77	85.38	0.25	
     93773	88.12	87.68	-0.25	
     93835	88.90	88.83	0.07	
     93897	88.90	88.70	0.07	
     93960	88.80	88.70	0.20	
     94022	89.19	88.70	0.04	
     94085	89.00	88.96	0.04	
     94147	88.41	88.83	-0.23	
     94209	87.14	87.81	-1.14	
     94272	86.36	87.42	-1.10	
     94334	85.97	87.04	-1.20	
     94397	85.97	87.17	-0.95	
     94459	85.97	87.04	-0.95	
     94521	86.06	87.17	-0.95	
     94584	86.06	87.17	-0.95	
     94646	86.06	86.91	-0.95	
     94709	85.97	87.04	-1.07	
     94771	85.97	87.04	-0.95	
     94833	85.97	86.91	-0.95	
     94896	85.97	86.91	-0.95	
     94958	86.06	86.91	-0.95	
     95021	85.97	86.91	-1.07	
     95083	86.06	86.91	-0.95	
     95145	85.97	86.91	-0.95	
     95208	85.97	86.91	-0.95	
     95270	85.87	86.78	-0.95	
     95333	85.87	87.04	-0.95	
     95395	85.87	86.91	-0.95	
     95457	85.97	86.91	-0.95	
     95520	85.97	87.04	-0.95	
     95582	85.97	86.91	-0.95	
     95645	85.87	86.91	-0.85	
     95707	85.97	86.91	-0.95	
     95769	85.97	87.04	-0.95	
     95832	85.97	86.91	-0.95	
     95894	85.97	86.91	-0.85	
     95957	85.97	86.91	-0.98	
     96019	85.97	86.91	-0.95	
     96081	85.97	86.91	-0.95	
     96144	85.97	86.91	-1.07	
     96206	85.97	86.91	-0.95	
     96269	85.97	86.91	-0.95	
     96331	85.97	86.91	-0.95	
     96393	85.97	86.91	-0.95	
     96456	85.97	86.91	-0.95	
     96518	85.97	86.91	-0.95	
     96581	85.87	86.91	-0.95	
     96643	85.87	86.91	-0.95	
     96705	85.97	86.91	-0.85	
     96768	85.97	86.91	-0.85	
     96830	85.97	86.91	-0.85	
     96893	85.97	86.91	-0.95	
     96955	85.97	86.91	-0.95	
     97017	85.97	86.91	-0.95	
     97080	85.97	86.91	-0.95	
     97142	85.97	86.91	-0.95	
